,Comments,Labels
5190,"Pareille cuma to p souhaiter Covid reste avec nous et revisite nous ek to PRAVIN chaque lanee juska 2030. Covid bizin pren toi ek tes copains et copines et les Chatwas Cocovide aller, disparaitre au plus vite ke possible!",0
5191,Parce que to pe dire covid19 pu la ziska 2030 et pays pu reste fermer 2030...to oe faire fake news crée panic frer,0
5192,Tôt pe gaigne be G,0
5193,To pm ek tous so chatwas bizin met dans box,0
5194,"Petidine dan caro canne, Camera 19 milliards Anarque.
Hotesse lev la jambe en lair apres ale gagne depression dan la cour Moka.
Yogi fer escro apres gagne Vipsu pu proteige li.
Be plitot to met li dan la cuisse to Ma Ma....",0
5195,Entouka si toi to p gagne bon sousser ek li ousois li dan 1 bon place dan to lecor parceki ceki toi to p envi la zis lichien ki ena lapetit mange kk coumsa vedire tosi pareil,0
5196,Fer li bour tw..kk l***,0
5197,😂😂😂😂Trouver ena p ggne corona dan cervo ayo papa pitie,0
5198,Nitin Jankee,0
5199,Wiii bien dire sa👏,0
5200,Acheter enn pot La graise donne pinokio pou li capave graise to circle depuis 2030,0
5201,Buzn dne tw 1 culot dentel flmma,0
5202,Fr pm lah bour twa ziska 2035 flmmm remarké to fini vin 1 piti.....doner fss....,0
5203,Adursh Ramdin ki to p dire mauvais pilon!!!,0
5204,Remon Lavender li p dir fer pinokio bour tw ziska 2035 flmm acoz to 1 donneur fes 👉👌😂😂😂😂😂😂,0
5205,Remon Lavender taa kk liki get ar moa ek toa ki sanla ki 1 pilon to p souce 1 ggt ki pu bour toa bien et pa pu donn toa 1 ggt haha kel honte mauvais pilon apar to donn li fess to souce pm la bien pu li aroz toa bien ggt to p soT pu 1 pilon pa pu vin pu toa,0
5206,Pouritire,0
5207,Bourli deor,0
5208,Si pou vive. Avec sa virus la,0
5209,Ki kone si pinokio in fini mange ek li gagne millions,0
5210,U r great gandi in kalyug sir,0
5211,Donne li fes aussi,0
5212,"Oui Nawaz Khan non me oHhhh

Alla zot souche sa bane gopia la",0
5213,ALE boir to nestum parcequi to si to trop faible pou le peup,0
5214,Mo ggt pli fort ki to pravind,0
5215,nu dir 1 gran merci nu gouv ek PM pu tou zefor ki pfer pu lepep. 1 gouv responsable avek n leader exemplaire! Pravind best PM ♥,0
5216,Bouss liki doh gopia pa vine rod rol la,0
5217,Dormi r li...,0
5218,Hossen Hossen,0
5219,To kone bousou,0
5220,Ale rode n galant fr bour toi to en chaleur,0
5221,Hey bousou,0
5222,mo croir li pa cone boussou !!!!!,0
5223,To n kk kiwi mm tw boufon kk kiwi,0
5224,Kifer tone met 1 nom nation. Met to nom 22 chatwa.. 🙄🙄🙄,0
5225,To p remecie pinokio li p ouvert to tru fess,0
5226,4ever till deaft 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪,0
5227,Luc Ky,0
5228,Cliff Coast,0
5229,Dapres kan li bour toi to fer sa son la hunt hunt hunt mo croire falioumama,0
5230,"Fer ene trasma pou moi do, combien payer pou coze sa bane kk la?",0
5231,Ki nou pm koz pou twa ggt....mo ti vote li mwa???infize so mayo to boir,0
5232,Dapres lord li pe garde trma sa,0
5233,Confinement p faire toi abriti,0
5234,Mon cul,0
5235,"Manger briyanee par dec .
Arret pouna taaa .

Salo",0
5236,N ta dimoun bez San mange la. Cot tw ek to pm😞😈😡kklki,0
5237,"Encadrez li, apres to met li cot toi lor muraille apres tou les jours to lire li. Apres to commence mette haar lor li.",0
5238,Chatwa e kaka toi to pli grnd kk e chatwa to mem pa cone ki apel kk to p manger mem chatwa,0
5239,Mo kepa,0
5240,Pilon bouss to liki taler pou bizin casse to liki la,0
5241,Oh la la vraiment vulgaire respecter peut importe ème Ministre restre ème ministre tant qui li ou pouvoir respect tout dimoune pas parfait lors la terre enan comettre plis qui ca batte femme maltraite zenfants soulard droguer pou moi ca qui pas bon le peuple même in fini peman respect moi mo parent fine montrer nous bon manière pas zourer en publique dimoune un vine bane nimporte domage allé à prendre banne bon manière lors facebook pas ene journal ca enan tout dimoune qui lire zotte comentaire areter moi mo dire ministre faire cancel facebook banne qui ecrire n'importe alle faire la prière dimane Bon Dieu protège nous donne nous la santé nous en carême,0
5242,Lin b t,0
5243,N fou sa fet sappe.dans mental pas p conner.ki p.koser et ki so soidisant top PM et so.government p.faire mauriciens souffert ..bisin konner ki p causer,0
5244,Si pm ti p vin donn linformation cuma dr joomaye p donner to ti pu donn li to fam,0
5245,Chatwa roder boute,0
5246,Laisse li fer so travail.4 ans encore.......,0
5247,To enn cocovid coma sa Ban voler la meme,0
5248,"A dedicated PM who puts people first. Believe it or not, nobody could have done better. He has also a very good Minister of finance, qui kon tracer to nourrit ban ingrats.",0
5249,best pinokio you mean!!!!,0
5250,Jean Noel Tonta,0
5251,"AVEK SAWMINADEN....CRIME KISTNEN...EMPLOIE FIKTIF MADAME KISTNEN....
AVEK FROD STC......KINKAIALLERIE VAN MEDICAMEN......SHERRYSINGH CUIVRES TELEKOM DISPARETTE PAR MILLIARDS DE ROUPI...CHATO MEM TWA CHATWA",0
5252,"To koner, zamais mone zoure personne lor fb, donc aret koze kk, si to pm ti met lockdown depi vandredi 5mar nou pas ti pu ena sa kantiter cas zordi, mais akoze ti ena pelerinage gbassiin, ki pane met pei en quarantaine tension ban hindu vire ar li et pu toi ca c n pm responsable",0
5253,Bruno Meunier pa depuis le 5 mars depuis premier semaine fevrié li ti dir ti gagne 1 cas b depuis sa mem li ti bisin fini averti le pep,0
5254,To bizin ajoute ki ine boure kovid avec so peuples,0
5255,Mohamed Jhangeerkhan n dimoun in resi truv sa..pu pa al la cour sa..ki kne ..kne sa,0
5256,Ou la la. Gro caca comsa?,0
5257,To conne boussou???,0
5258,Nou Pu commence gain kass ladrog bientot,0
5259,GRAND MERCI POU FR DELEGUER RENTRE DANS PAYS SAN 40ENE GRAND MERCI POU OU TARDER POU MET CONFINEMENT GRAND MERCI POU OU INCOMPETENSE GRAN MERCI POU CASIET LA VERITER.TELMET ENA MENSONGE AR TO GOUVERNEMENT KI NOUS P DEMANDER SI SA BANNE TEST LA PA FAKE POSITIVE .CAN IT BE POSSIBLE ???????????,0
5260,to bizin met govt kk lichien pm kk fess ek toi trou liki pi net,0
5261,T pm figir kaka serrer,0
5262,To mange kaka ki sa ta,0
5263,"Kan dimoune doit l'obligation ar zot, kan to enn roder boute, cume sa même dimoune réagir
Si to pa ti demane zot rann toi servis ou ki to finn gagne kitsoz ar zot
Vinn zot esclaves aster la, a vinn coz nerporte...",0
5264,Feb despri koment,0
5265,Zis bann kkliki ki finn boire pissar l'oppossion ki pas pou comprend la verite,0
5266,Covid free chatwa mauvais pil,0
5267,"Eski paye toi pour cose ca quantite kk la.
To pas lire lagazette, to pas ena ene libre arbitre ou soi to parey kuma ca coq lors leglise st paul la.",0
5268,Ki merci couyon ??? Paye li pou sa. En passant chek to ledent ena enn poile fesse inn tasse ladan 🤣🤣🤣,0
5269,Jimmy Bon Cœur,0
5270,mo pas koner qui sanla to eter mais rende 1 service arret flate mimistre dans vide.sa so travay sa protege population pas pou narien li 1 premier ministre.si envi meme flater flate bane dimoune ce qui pe fer zot best pou pas sorti dehor pe reste dans zot lakaz.flate bane mama ou bane madame qui pe reste cuit fer louvrage aler meme sa qui to bizin flater pas 1 premier ministre qui pe just prend bane decision.ek san oublier flate bane la police qui pe travay matin ek soir pou nu population maurice ek bane docteur qui pe bizin expoz zot ek bane patient covid sans oublier bane ce qui pe ramass nu bane salter tou le jour lor chemin pou garde nu ti ile maurice propre.,0
5271,Pinokyo ena n lot agent parla parla pu gainy tandz govid seki pena malez kapav vin repon den court ban malad la jot fini bien ban chatwi n chatwa jot pu bizin vin repone nu kas koter,0
5272,Ram Gaungoo,0
5273,Only for chatwa,0
5274,Zis ban chatwa bobok MSM ki pu soutenir criminel kuma gopia pravind,0
5275,Li koner malade en fevrier li invite chamchas pou bour malade are zott aler vote li encore ki ena dans zott la tete kk,0
5276,Pravesh Khedoo,0
5277,Contacte darren activist 2 m kwar esey gete si li kav aide tua .li ti fer en live talerla m ti gete lin dir li kapav aide ban dimun ki pena nouriture m essey rant en contact avec li,0
5278,Kevin Tanvi cuma pu contacte li,0
5279,Wait m gete si m gagn so num,0
5280,Kevin Tanvi mo ti deja contact li li dir mw li busy,0
5281,Darren Activiste,0
5282,Aila limem,0
5283,Kevin Tanvi mne deja koz arli,0
5284,Ok ki lin dir ou,0
5285,Kevin Tanvi li ti dir me li busy,0
5286,Esey re contacte gete,0
5287,Kot ou habiter madam?,0
5288,Deepak Rutnah Beau bassin,0
5289,Madam envoye moi ou numero et laddress lor 52551710. Merci,0
5290,Deepak Rutnah ok,0
5291,Deepak Rutnah mne send ou mo num et address,0
5292,Merci mone gagner. Fini organizer madam. Ene dimoune pou rente en contact ek ou demin. Pa trakasser.,0
5293,Deepak Rutnah OK merci bcp,0
5294,Deepak Rutnah well done,0
5295,Hakim Nazia 🤝,0
5296,Deepak Rutnah 🤝,0
5297,"Deepak Rutnah seki Lao la pou rane ou plus ki sa ♥️♥️
🤚",0
5298,Deepak Rutnah God bless you always.. Brother,0
5299,Allah will bless u.good job.,0
5300,Ou ena raison kouma pou vive surtou ena zenfant,0
5301,Deepak Rutnah very gud sa.. god bless u,0
5302,Deepak Rutnah bnjr pairson pan contact mw merci,0
5303,Pas p facile ditous pou gagnier sa cash mra la,0
5304,Nathan Alandy ou coir li pu Donner sa no,0
5305,Shalini Nunhuck bisin doner pou 15jour,0
5306,Sonn daren activists 59395658,0
5307,Sooben Vythilingum mne send li 1 msg,0
5308,"Pra20 dehors, Paul rentrer ki zot dire mes amis",0
5309,Sad to hear about your situation but please note it is not very fair from you to blame the PM and government actually they did it because situation is very critical we cannot afford more deaths due to covid-19.,0
5310,Nash Ode ses akoz li mem ki ena lock down zrdi,0
5311,Shalini Nunhuck on what base are you doing your accusations,0
5312,Bien chargrin madame mo compran ou douler moi osi mo dan même situation ki ou pa kner kote pu galoupe 😠😡,0
5313,AL get bruno,0
5314,Kevin Chengelroydoo to pena pou dire sa par arogance less dimoune ki p dan doulere exprime zot to pena pou coment si to dan sa modele la ..bann couma tomeme ki krèe lamerdement,0
5315,Jeannoel Jean Noel bizin met manifestation encor mo dir moi,0
5316,Kevin Chengelroydoo hey frere madame la li dans so prblme li pe exprime so prblme avec la population .bruno ki vine faire ladan.sa montre ou pena 1sentiments pour ou prochaine.,0
5317,Jessen Chinapiel to ine bien dir li,0
5318,Kevin Chengelroydoo reflechis bien ki to pe dir lu cone so probleme,0
5319,Jeannoel Jean Noel bien dis,0
5320,Bonjour mantalite pa pou change dan sa pays do dimound cose kaka coume sa bien pa bon qui pe dire al geute bruno dimound dan la pain,0
5321,Kevin Chengelroydoo 😡😡😡,0
5322,Ki al get Bruno arrêt cose comme sa change inp mentalité,0
5323,Kevin Chengelroydoo To Pareil Couma Pravin...to n sans coeur ..N Mama P Exprim so SOUFFRANCE et couma li bkou ena...mai pa tout ki p capav xprim zot...pa tou ki ena tel ouswa internet...toi to p dir li al ghet Bruno???? BRUNO KI FINE MET LOCKDOWN....BRUNO KI FINE LAISSE JET PRIVE RENTRER POU PROPAGE VIRUS ??? KAN TO ENA BAN COMMENTAIR PAREIL STP...GARDE LI POU TOI...PARSKI CAPAV TOI TO FRIGO REMPLIS...MAIS CROIRE MOI BKOU MAURICIENS PENA LES MOYENS,0
5324,Depi kan bruno ti ministre ou député ou la cervelle mem grosseur ek pou moino capav coz n'importe kom sa . Bruno ki p fane virus partout la veille to fesse tention li met virus la ek toi,0
5325,Kevin Chengelroydoo tout zafr Bruneau pas presser karma exists ale fr to vaccin tranquille baba mange to Manger fr fete dancer pillee toi quitte fois to taf dans bureau et to ine rentre par baking bein bientot to tour pas presser couma mo re dire toi LA vie ene karma,0
5326,Kevin Chengelroydoo,0
5327,C'est non seulement un égoiste MAIS AUSSI je pense que c'est de la méchanceté comme il a fait l'année dernière. Pourquoi au moins ne pas prévenir la population la veille qu'il va fermer tous les supermarchés???,0
5328,Teeroovengadum Kevin b kifer a moris zot tardé pou compran la réalité avec lintélligence?ici Rodrig nu pna cas ni risk mé la moindre ti dimoune fini coné avec bn perspective et la facon ki virus la ine detectè c zis 1 kestion dheur pou lockdown..ici tout dimoune ine au moin pran commission de base pou 1 mois..diriz cari au moin fini garder..eski le peuple Rodriguais pli intelligent??? Numem nu ti p atane mé grace a Dieu li pas applicable ici mé nj en prière pki situation grave pas bizin PM annoncer pou compran sa..excuse mo franchise mé c 2me fois a moris donc!,0
5329,Genave Roselina less m Dir ou n zfr.....sii zot Rodrigue tout dimoune ENA le capacité pou pren ckii bzn li bien bon pou zot.... Mai ici moris pa tout dimoune kii ENA le moinié pou fer ckii le zot ine fer.... Ena dmune Trvail gramatin pou gagne kas tento asT manZer... Ladan pna pli intelligent kii le zot.... Pa tout dmune kii ena mem la chance pa critique ou prochain.... Bne jrne,0
5330,Teeroovengadum Kevin jagatpoil kin dir pa pu ena cnfinement dossi tot e pa bzin fr panic buying.. tou sa bne dimun in fr panic buying supermarché avan cnfinment la pa 1 bne couyon sa..,0
5331,Genave Roselina superiority...waoow. ena 1 ta Rodriguais ici 🤓hmm,0
5332,"Rebecca Brasse
Bien dit. Il faut arrêter de ne penser qu'à soi. CES gens là sont sans coeur",0
5333,Nicky Anne Lys mo pas p critiké moi madam mo p coz pou bn dimoune ki ena le moyen mê p accuse lotorité..mo pran lexample lor mo prop 2 frere ek mo soeur ki a moris..mo sonne zot et zot p dire zot ration pas pu assez lotorité en tort..pourtan largent zot ena bien bein depi fevrier ena covid moris bein ti kpave pran precaution davance pou evite bn fardo unitile car zot ine deja passe ladan..lafoi derniere zot ti bizin al dn 9 laboutik rod duriz partout ala fin ti gagner de justesse dn 1 ti magazin linz pou pli chère et mem pu gaz ti dn bn laké infini ine riské zot lavie et la vie zot famille . B si zot ti pli attentif tout ti pou moin diff laisse sa pou ceki vremem pna sa mo compran parfaitement..,0
5334,Ena bocu ki ena casse mé malgré tout fer sa erreur paa attentif pu pran precaution a temps avec 1 bon jugement de la réalité ki p passé pas dapres politician sans pran part de personne..,0
5335,Genave Roselina la to in clair dan cki to p rod dir ..moi dimanche mo in fni asté la mo trankil net mais mo pense ban ki ena bb,0
5336,Nicky Anne Lys moi osi mo ti p pense sa..annonce la trop subit sec sec mé ki pou fer..mem pas facile bizin deal avek deja 13 cas zis pou zordi.si paa ti fer lannonce hier petet ti pou ena bel panik et pli bocu incomprehension du public,0
5337,Mo ser habit Floreal p gagn la grip ek so bb pas facile..paa covid selma pna lafievre.. Que Dieu garde ile moris et nos famille!,0
5338,Genave Roselina lorla ena plisiere bb la dans..enfin,0
5339,Courage madame moi aussi mo dan mem situation ki ou bondié bizin ouvert en la porte pou nous😭😭😭😭,0
5340,JeanFrançois Jolicoeur we ses vraie,0
5341,Ena content lockdown prier bon pou sa.,0
5342,Seema R Sadasingh 1 tas ti pilé lockdown lockdown..la aster ki to pou trouve souffrance,0
5343,Nicky Anne Lys we ses vraie,0
5344,Shalini Nunhuck pas facile,0
5345,La ceki pm pou dire la sure?li pou dire li fine prend decizion courager pou fer lock down ..moi mo pou dire li ti kpav close lajourner nou ti pou gagne demailler zot meme fine dire ki pa bizin al acheter brit pou kree bann penuiri kifer zot decourage dimoune prend so precotion kand relma sitiation la p agraver coment apel sa la ...pou moi ce 1 decizion mechanceter.tro brital ti kpav in averti nou pareille bultin cyclone,0
5346,Bizin bour li malediction mem sa parski bizin ena kikene kin fote par la mem loposition si ban souceur disang sa ban ti p fat pou ouvert frontiere aster get beze akoz ban macro kumsa,0
5347,Dan tou pei fini dir tou dimoune prand précautions asoire pm pu coge kpv pu ena lockdown,0
5348,Partout 1pou ouvert a partir jeudi noune deja passe par ene lock down jis nou suive alphabet pa gagne comprend ki faire dimoune faire la queue partout nou pou manger pareil jid 15 jour virus la bizin disparait,0
5349,Logida Veerasamy Oui toi to ena Manger pese to camarade li capave pna,0
5350,Linda Lecerf sa kii bku pa p réalisé zot zis p critique....,0
5351,Moris zote pa done dimoune le temp pu aster provisions sa bien pa bon et bien vilain,0
5352,Afie Patee ti pou gagn letemp dmin,0
5353,Pareil,0
5354,Tout pareil,0
5355,Oui li ena largent li pa pense so camarade enn fois li p Manger et bane dimoune kin travail soir couma pu retourne zot la cas,0
5356,Mo dakor seki ou p dier B reflesi sa oune envi trouv lamore ... P protez dimoune si li pa bon mem .. Bez sa,0
5357,Sawan Ramdhan Irelevant.,0
5358,Kot madam la rester?,0
5359,Naya JC Beau bassin,0
5360,Pas cpve prend risque la boss..,0
5361,"Frer.. nu pareil cuma twa nu osi nu pa gagnr travail natien si pna travail pna mange , mo limit mwa avec ici mo kpave traC , zis pu protege mo fami.. mais pa pu kpave pa travail apres sa 15 zour goverment pu bizin rod n solution mais sa lepep bizin cne so bne precaution",0
